treatment,game,round,time,id,side,valuation,bid,type,price,match_id,match_time
BBLimS,5,1,66,1134,Seller,98.0,121,Manual,,,
BBLimS,5,1,70,1131,Buyer,113.0,29,Manual,,,
BBLimS,5,1,82,1134,Seller,98.0,116,Manual,,,
BBLimS,5,1,88,1131,Buyer,113.0,35,Manual,,,
BBLimS,5,1,96,1134,Seller,98.0,115,Manual,,,
BBLimS,5,1,108,1125,Buyer,128.0,80,Manual,,,
BBLimS,5,1,109,1134,Seller,98.0,110,Manual,,,
BBLimS,5,1,113,1131,Buyer,113.0,55,Manual,,,
BBLimS,5,1,114,1125,Buyer,128.0,60,Manual,,,
BBLimS,5,1,117,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,1,120,1125,Buyer,128.0,40,Manual,,,
BBLimS,5,2,5,1136,Seller,,10,Manual,10.0,1133.0,5.0
BBLimS,5,2,5,1130,Seller,88.0,98,Manual,,,
BBLimS,5,2,5,1133,Buyer,108.0,50,Manual,,,
BBLimS,5,2,5,1133,Buyer,108.0,10,Auto,10.0,1136.0,5.0
BBLimS,5,2,7,1123,Buyer,133.0,75,Manual,,,
BBLimS,5,2,7,1124,Seller,73.0,83,Manual,83.0,1127.0,9.0
BBLimS,5,2,7,1134,Seller,98.0,125,Manual,,,
BBLimS,5,2,7,1137,Buyer,98.0,65,Manual,,,
BBLimS,5,2,7,1120,Seller,63.0,104,Manual,,,
BBLimS,5,2,9,1127,Buyer,123.0,104,Manual,,,
BBLimS,5,2,9,1127,Buyer,123.0,83,Auto,83.0,1124.0,9.0
BBLimS,5,2,9,1125,Buyer,128.0,1,Manual,,,
BBLimS,5,2,10,1139,Buyer,93.0,48,Manual,,,
BBLimS,5,2,13,1138,Seller,,150,Manual,,,
BBLimS,5,2,13,1131,Buyer,113.0,29,Manual,,,
BBLimS,5,2,19,1130,Seller,88.0,98,Manual,,,
BBLimS,5,2,22,1134,Seller,98.0,115,Manual,,,
BBLimS,5,2,23,1137,Buyer,98.0,60,Manual,,,
BBLimS,5,2,28,1125,Buyer,128.0,5,Manual,,,
BBLimS,5,2,29,1138,Seller,,125,Manual,,,
BBLimS,5,2,29,1131,Buyer,113.0,39,Manual,,,
BBLimS,5,2,32,1123,Buyer,133.0,95,Manual,95.0,1120.0,40.0
BBLimS,5,2,37,1125,Buyer,128.0,20,Manual,,,
BBLimS,5,2,38,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,2,38,1134,Seller,98.0,108,Manual,,,
BBLimS,5,2,38,1137,Buyer,98.0,67,Manual,,,
BBLimS,5,2,39,1130,Seller,88.0,99,Manual,,,
BBLimS,5,2,40,1120,Seller,63.0,65,Manual,,,
BBLimS,5,2,40,1120,Seller,63.0,95,Auto,95.0,1123.0,40.0
BBLimS,5,2,41,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,2,44,1138,Seller,,105,Manual,,,
BBLimS,5,2,53,1137,Buyer,98.0,55,Manual,55.0,1138.0,59.0
BBLimS,5,2,54,1130,Seller,88.0,102,Manual,,,
BBLimS,5,2,57,1139,Buyer,93.0,55,Manual,,,
BBLimS,5,2,59,1131,Buyer,113.0,49,Manual,,,
BBLimS,5,2,59,1138,Seller,,50,Manual,,,
BBLimS,5,2,59,1138,Seller,,55,Auto,55.0,1137.0,59.0
BBLimS,5,2,67,1134,Seller,98.0,105,Manual,,,
BBLimS,5,2,67,1130,Seller,88.0,104,Manual,,,
BBLimS,5,2,70,1125,Buyer,128.0,75,Manual,,,
BBLimS,5,2,74,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,2,82,1130,Seller,88.0,105,Manual,,,
BBLimS,5,2,89,1139,Buyer,93.0,65,Manual,,,
BBLimS,5,2,95,1130,Seller,88.0,95,Manual,,,
BBLimS,5,2,96,1125,Buyer,128.0,86,Manual,,,
BBLimS,5,2,97,1131,Buyer,113.0,59,Manual,,,
BBLimS,5,2,98,1134,Seller,98.0,103,Manual,,,
BBLimS,5,2,106,1139,Buyer,93.0,75,Manual,,,
BBLimS,5,2,106,1130,Seller,88.0,94,Manual,,,
BBLimS,5,2,111,1131,Buyer,113.0,62,Manual,,,
BBLimS,5,2,113,1134,Seller,98.0,100,Manual,,,
BBLimS,5,3,4,1138,Seller,,150,Manual,,,
BBLimS,5,3,4,1124,Seller,73.0,88,Manual,88.0,1123.0,7.0
BBLimS,5,3,5,1136,Seller,,100,Manual,100.0,1127.0,8.0
BBLimS,5,3,5,1133,Buyer,108.0,2,Manual,,,
BBLimS,5,3,5,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,3,7,1131,Buyer,113.0,59,Manual,,,
BBLimS,5,3,7,1123,Buyer,133.0,98,Manual,,,
BBLimS,5,3,7,1123,Buyer,133.0,88,Auto,88.0,1124.0,7.0
BBLimS,5,3,8,1127,Buyer,123.0,103,Manual,,,
BBLimS,5,3,8,1127,Buyer,123.0,100,Auto,100.0,1136.0,8.0
BBLimS,5,3,9,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,3,9,1120,Seller,63.0,69,Manual,,,
BBLimS,5,3,11,1137,Buyer,98.0,45,Manual,,,
BBLimS,5,3,13,1130,Seller,88.0,166,Manual,,,
BBLimS,5,3,15,1138,Seller,,125,Manual,,,
BBLimS,5,3,16,1120,Seller,63.0,69,Manual,,,
BBLimS,5,3,21,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,3,25,1137,Buyer,98.0,25,Manual,,,
BBLimS,5,3,26,1138,Seller,,100,Manual,,,
BBLimS,5,3,28,1134,Seller,98.0,125,Manual,,,
BBLimS,5,3,31,1130,Seller,88.0,98,Manual,,,
BBLimS,5,3,35,1139,Buyer,93.0,70,Manual,70.0,1120.0,37.0
BBLimS,5,3,37,1120,Seller,63.0,69,Manual,,,
BBLimS,5,3,37,1120,Seller,63.0,70,Auto,70.0,1139.0,37.0
BBLimS,5,3,38,1138,Seller,,80,Manual,,,
BBLimS,5,3,38,1137,Buyer,98.0,55,Manual,,,
BBLimS,5,3,43,1131,Buyer,113.0,64,Manual,,,
BBLimS,5,3,44,1134,Seller,98.0,115,Manual,,,
BBLimS,5,3,45,1130,Seller,88.0,94,Manual,,,
BBLimS,5,3,46,1133,Buyer,108.0,2,Manual,,,
BBLimS,5,3,49,1138,Seller,,70,Manual,,,
BBLimS,5,3,50,1137,Buyer,98.0,60,Manual,,,
BBLimS,5,3,59,1130,Seller,88.0,94,Manual,,,
BBLimS,5,3,60,1138,Seller,,60,Manual,60.0,1137.0,62.0
BBLimS,5,3,62,1137,Buyer,98.0,65,Manual,,,
BBLimS,5,3,62,1137,Buyer,98.0,60,Auto,60.0,1138.0,62.0
BBLimS,5,3,65,1134,Seller,98.0,105,Manual,,,
BBLimS,5,3,68,1133,Buyer,108.0,10,Manual,,,
BBLimS,5,3,74,1130,Seller,88.0,92,Manual,,,
BBLimS,5,3,80,1125,Buyer,128.0,55,Manual,,,
BBLimS,5,3,82,1134,Seller,98.0,103,Manual,,,
BBLimS,5,3,88,1130,Seller,88.0,90,Manual,90.0,1125.0,95.0
BBLimS,5,3,93,1133,Buyer,108.0,1,Manual,,,
BBLimS,5,3,95,1125,Buyer,128.0,100,Manual,,,
BBLimS,5,3,95,1125,Buyer,128.0,90,Auto,90.0,1130.0,95.0
BBLimS,5,3,105,1134,Seller,98.0,99,Manual,,,
BBLimS,5,3,116,1133,Buyer,108.0,1,Manual,,,
BBLimS,5,4,4,1138,Seller,,120,Manual,,,
BBLimS,5,4,4,1130,Seller,88.0,89,Manual,89.0,1127.0,7.0
BBLimS,5,4,5,1134,Seller,98.0,125,Manual,,,
BBLimS,5,4,5,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,4,6,1137,Buyer,98.0,25,Manual,,,
BBLimS,5,4,6,1133,Buyer,108.0,2,Manual,,,
BBLimS,5,4,6,1124,Seller,73.0,93,Manual,,,
BBLimS,5,4,7,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,4,7,1127,Buyer,123.0,103,Manual,,,
BBLimS,5,4,7,1127,Buyer,123.0,89,Auto,89.0,1130.0,7.0
BBLimS,5,4,7,1123,Buyer,133.0,90,Manual,,,
BBLimS,5,4,7,1120,Seller,63.0,106,Manual,,,
BBLimS,5,4,9,1131,Buyer,113.0,79,Manual,,,
BBLimS,5,4,10,1135,Buyer,103.0,75,Manual,,,
BBLimS,5,4,11,1125,Buyer,128.0,75,Manual,,,
BBLimS,5,4,12,1136,Seller,,150,Manual,,,
BBLimS,5,4,15,1138,Seller,,100,Manual,100.0,1125.0,21.0
BBLimS,5,4,17,1125,Buyer,128.0,90,Manual,,,
BBLimS,5,4,19,1120,Seller,63.0,106,Manual,,,
BBLimS,5,4,20,1137,Buyer,98.0,10,Manual,,,
BBLimS,5,4,20,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,4,21,1125,Buyer,128.0,100,Manual,,,
BBLimS,5,4,21,1125,Buyer,128.0,100,Auto,100.0,1138.0,21.0
BBLimS,5,4,22,1123,Buyer,133.0,100,Manual,100.0,1124.0,29.0
BBLimS,5,4,26,1120,Seller,63.0,106,Manual,,,
BBLimS,5,4,29,1124,Seller,73.0,93,Manual,,,
BBLimS,5,4,29,1124,Seller,73.0,100,Auto,100.0,1123.0,29.0
BBLimS,5,4,31,1136,Seller,,150,Manual,,,
BBLimS,5,4,31,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,32,1134,Seller,98.0,123,Manual,,,
BBLimS,5,4,32,1137,Buyer,98.0,5,Manual,,,
BBLimS,5,4,32,1135,Buyer,103.0,75,Manual,,,
BBLimS,5,4,35,1139,Buyer,93.0,65,Manual,,,
BBLimS,5,4,38,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,44,1137,Buyer,98.0,38,Manual,,,
BBLimS,5,4,49,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,49,1139,Buyer,93.0,70,Manual,,,
BBLimS,5,4,50,1135,Buyer,103.0,75,Manual,75.0,1136.0,56.0
BBLimS,5,4,50,1134,Seller,98.0,103,Manual,,,
BBLimS,5,4,55,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,56,1136,Seller,,75,Manual,,,
BBLimS,5,4,56,1136,Seller,,75,Auto,75.0,1135.0,56.0
BBLimS,5,4,58,1137,Buyer,98.0,48,Manual,,,
BBLimS,5,4,64,1139,Buyer,93.0,75,Manual,,,
BBLimS,5,4,66,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,69,1137,Buyer,98.0,45,Manual,,,
BBLimS,5,4,72,1120,Seller,63.0,97,Manual,,,
BBLimS,5,4,78,1139,Buyer,93.0,80,Manual,,,
BBLimS,5,4,80,1137,Buyer,98.0,54,Manual,,,
BBLimS,5,4,89,1134,Seller,98.0,115,Manual,,,
BBLimS,5,4,91,1137,Buyer,98.0,57,Manual,,,
BBLimS,5,4,94,1120,Seller,63.0,75,Manual,75.0,1139.0,94.0
BBLimS,5,4,94,1139,Buyer,93.0,85,Manual,,,
BBLimS,5,4,94,1139,Buyer,93.0,75,Auto,75.0,1120.0,94.0
BBLimS,5,4,102,1137,Buyer,98.0,60,Manual,,,
BBLimS,5,4,111,1137,Buyer,98.0,70,Manual,,,
BBLimS,5,4,117,1137,Buyer,98.0,75,Manual,,,
BBLimS,5,5,3,1138,Seller,,150,Manual,,,
BBLimS,5,5,5,1124,Seller,73.0,103,Manual,,,
BBLimS,5,5,5,1134,Seller,98.0,115,Manual,,,
BBLimS,5,5,5,1131,Buyer,113.0,65,Manual,,,
BBLimS,5,5,6,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,5,6,1123,Buyer,133.0,80,Manual,80.0,1120.0,12.0
BBLimS,5,5,7,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,5,7,1130,Seller,88.0,95,Manual,95.0,1127.0,9.0
BBLimS,5,5,7,1136,Seller,,140,Manual,,,
BBLimS,5,5,8,1137,Buyer,98.0,45,Manual,,,
BBLimS,5,5,9,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,5,9,1127,Buyer,123.0,102,Manual,,,
BBLimS,5,5,9,1127,Buyer,123.0,95,Auto,95.0,1130.0,9.0
BBLimS,5,5,12,1120,Seller,63.0,80,Manual,,,
BBLimS,5,5,12,1120,Seller,63.0,80,Auto,80.0,1123.0,12.0
BBLimS,5,5,14,1138,Seller,,140,Manual,,,
BBLimS,5,5,21,1137,Buyer,98.0,50,Manual,,,
BBLimS,5,5,22,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,5,23,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,5,25,1136,Seller,,75,Manual,75.0,1125.0,28.0
BBLimS,5,5,26,1138,Seller,,130,Manual,,,
BBLimS,5,5,26,1124,Seller,73.0,103,Manual,,,
BBLimS,5,5,28,1125,Buyer,128.0,75,Manual,,,
BBLimS,5,5,28,1125,Buyer,128.0,75,Auto,75.0,1136.0,28.0
BBLimS,5,5,33,1134,Seller,98.0,103,Manual,,,
BBLimS,5,5,33,1137,Buyer,98.0,10,Manual,,,
BBLimS,5,5,36,1138,Seller,,120,Manual,,,
BBLimS,5,5,37,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,5,39,1139,Buyer,93.0,70,Manual,,,
BBLimS,5,5,43,1137,Buyer,98.0,80,Manual,,,
BBLimS,5,5,43,1124,Seller,73.0,103,Manual,,,
BBLimS,5,5,47,1138,Seller,,110,Manual,,,
BBLimS,5,5,51,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,5,54,1137,Buyer,98.0,85,Manual,,,
BBLimS,5,5,55,1139,Buyer,93.0,75,Manual,,,
BBLimS,5,5,58,1138,Seller,,100,Manual,,,
BBLimS,5,5,59,1137,Buyer,98.0,90,Manual,,,
BBLimS,5,5,60,1124,Seller,73.0,100,Manual,,,
BBLimS,5,5,65,1137,Buyer,98.0,95,Manual,95.0,1138.0,69.0
BBLimS,5,5,66,1135,Buyer,103.0,73,Manual,,,
BBLimS,5,5,69,1138,Seller,,90,Manual,,,
BBLimS,5,5,69,1138,Seller,,95,Auto,95.0,1137.0,69.0
BBLimS,5,5,71,1139,Buyer,93.0,80,Manual,,,
BBLimS,5,5,75,1124,Seller,73.0,100,Manual,,,
BBLimS,5,5,75,1122,Seller,68.0,90,Manual,,,
BBLimS,5,5,80,1134,Seller,98.0,115,Manual,,,
BBLimS,5,5,80,1135,Buyer,103.0,73,Manual,,,
BBLimS,5,5,87,1139,Buyer,93.0,85,Manual,,,
BBLimS,5,5,88,1124,Seller,73.0,90,Manual,,,
BBLimS,5,5,92,1122,Seller,68.0,110,Manual,,,
BBLimS,5,5,95,1135,Buyer,103.0,73,Manual,,,
BBLimS,5,5,101,1124,Seller,73.0,80,Manual,80.0,1139.0,101.0
BBLimS,5,5,101,1139,Buyer,93.0,90,Manual,,,
BBLimS,5,5,101,1139,Buyer,93.0,80,Auto,80.0,1124.0,101.0
BBLimS,5,5,110,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,6,4,1138,Seller,,150,Manual,,,
BBLimS,5,6,5,1131,Buyer,113.0,77,Manual,,,
BBLimS,5,6,5,1124,Seller,73.0,100,Manual,,,
BBLimS,5,6,5,1137,Buyer,98.0,75,Manual,,,
BBLimS,5,6,6,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,6,6,1123,Buyer,133.0,75,Manual,,,
BBLimS,5,6,6,1130,Seller,88.0,97,Manual,,,
BBLimS,5,6,6,1120,Seller,63.0,85,Manual,85.0,1127.0,10.0
BBLimS,5,6,7,1136,Seller,,100,Manual,,,
BBLimS,5,6,8,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,6,8,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,6,10,1127,Buyer,123.0,103,Manual,,,
BBLimS,5,6,10,1127,Buyer,123.0,85,Auto,85.0,1120.0,10.0
BBLimS,5,6,12,1125,Buyer,128.0,60,Manual,,,
BBLimS,5,6,14,1137,Buyer,98.0,80,Manual,,,
BBLimS,5,6,15,1138,Seller,,140,Manual,,,
BBLimS,5,6,17,1125,Buyer,128.0,75,Manual,,,
BBLimS,5,6,20,1135,Buyer,103.0,63,Manual,,,
BBLimS,5,6,20,1134,Seller,98.0,125,Manual,,,
BBLimS,5,6,20,1124,Seller,73.0,100,Manual,,,
BBLimS,5,6,20,1123,Buyer,133.0,90,Manual,90.0,1122.0,24.0
BBLimS,5,6,21,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,6,23,1137,Buyer,98.0,50,Manual,,,
BBLimS,5,6,24,1122,Seller,68.0,80,Manual,,,
BBLimS,5,6,24,1122,Seller,68.0,90,Auto,90.0,1123.0,24.0
BBLimS,5,6,24,1130,Seller,88.0,97,Manual,97.0,1125.0,32.0
BBLimS,5,6,24,1136,Seller,,120,Manual,,,
BBLimS,5,6,25,1125,Buyer,128.0,80,Manual,,,
BBLimS,5,6,25,1138,Seller,,130,Manual,,,
BBLimS,5,6,28,1125,Buyer,128.0,90,Manual,,,
BBLimS,5,6,29,1137,Buyer,98.0,45,Manual,,,
BBLimS,5,6,32,1125,Buyer,128.0,100,Manual,,,
BBLimS,5,6,32,1125,Buyer,128.0,97,Auto,97.0,1130.0,32.0
BBLimS,5,6,33,1137,Buyer,98.0,40,Manual,,,
BBLimS,5,6,35,1135,Buyer,103.0,73,Manual,,,
BBLimS,5,6,36,1138,Seller,,120,Manual,,,
BBLimS,5,6,37,1124,Seller,73.0,95,Manual,,,
BBLimS,5,6,37,1137,Buyer,98.0,34,Manual,,,
BBLimS,5,6,37,1139,Buyer,93.0,70,Manual,,,
BBLimS,5,6,39,1137,Buyer,98.0,30,Manual,,,
BBLimS,5,6,40,1136,Seller,,90,Manual,,,
BBLimS,5,6,44,1137,Buyer,98.0,25,Manual,,,
BBLimS,5,6,47,1138,Seller,,110,Manual,,,
BBLimS,5,6,49,1137,Buyer,98.0,20,Manual,,,
BBLimS,5,6,50,1135,Buyer,103.0,73,Manual,,,
BBLimS,5,6,52,1124,Seller,73.0,90,Manual,,,
BBLimS,5,6,53,1139,Buyer,93.0,80,Manual,80.0,1136.0,55.0
BBLimS,5,6,54,1137,Buyer,98.0,19,Manual,,,
BBLimS,5,6,55,1136,Seller,,35,Manual,,,
BBLimS,5,6,55,1136,Seller,,80,Auto,80.0,1139.0,55.0
BBLimS,5,6,58,1138,Seller,,100,Manual,,,
BBLimS,5,6,58,1137,Buyer,98.0,18,Manual,,,
BBLimS,5,6,63,1137,Buyer,98.0,17,Manual,,,
BBLimS,5,6,64,1135,Buyer,103.0,75,Manual,,,
BBLimS,5,6,66,1124,Seller,73.0,90,Manual,,,
BBLimS,5,6,69,1138,Seller,,90,Manual,,,
BBLimS,5,6,69,1137,Buyer,98.0,75,Manual,,,
BBLimS,5,6,70,1134,Seller,98.0,103,Manual,,,
BBLimS,5,6,76,1137,Buyer,98.0,85,Manual,85.0,1138.0,80.0
BBLimS,5,6,80,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,6,80,1138,Seller,,80,Manual,,,
BBLimS,5,6,80,1138,Seller,,85,Auto,85.0,1137.0,80.0
BBLimS,5,6,80,1124,Seller,73.0,85,Manual,,,
BBLimS,5,6,89,1134,Seller,98.0,115,Manual,,,
BBLimS,5,6,95,1124,Seller,73.0,85,Manual,,,
BBLimS,5,6,96,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,6,109,1124,Seller,73.0,80,Manual,80.0,1135.0,110.0
BBLimS,5,6,110,1135,Buyer,103.0,93,Manual,,,
BBLimS,5,6,110,1135,Buyer,103.0,80,Auto,80.0,1124.0,110.0
BBLimS,5,6,112,1134,Seller,98.0,103,Manual,,,
BBLimS,5,7,3,1138,Seller,,150,Manual,,,
BBLimS,5,7,3,1137,Buyer,98.0,83,Manual,,,
BBLimS,5,7,4,1131,Buyer,113.0,88,Manual,88.0,1136.0,5.0
BBLimS,5,7,5,1136,Seller,,80,Manual,,,
BBLimS,5,7,5,1136,Seller,,88,Auto,88.0,1131.0,5.0
BBLimS,5,7,5,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,7,5,1134,Seller,98.0,200,Manual,,,
BBLimS,5,7,5,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,7,7,1127,Buyer,123.0,103,Manual,103.0,1124.0,7.0
BBLimS,5,7,7,1124,Seller,73.0,100,Manual,,,
BBLimS,5,7,7,1124,Seller,73.0,103,Auto,103.0,1127.0,7.0
BBLimS,5,7,8,1120,Seller,63.0,90,Manual,,,
BBLimS,5,7,11,1130,Seller,88.0,98,Manual,,,
BBLimS,5,7,14,1138,Seller,,140,Manual,,,
BBLimS,5,7,14,1123,Buyer,133.0,60,Manual,,,
BBLimS,5,7,15,1137,Buyer,98.0,83,Manual,,,
BBLimS,5,7,15,1122,Seller,68.0,100,Manual,,,
BBLimS,5,7,17,1120,Seller,63.0,87,Manual,,,
BBLimS,5,7,19,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,7,23,1137,Buyer,98.0,82,Manual,,,
BBLimS,5,7,25,1138,Seller,,130,Manual,,,
BBLimS,5,7,25,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,7,26,1130,Seller,88.0,98,Manual,,,
BBLimS,5,7,29,1120,Seller,63.0,106,Manual,,,
BBLimS,5,7,29,1123,Buyer,133.0,80,Manual,,,
BBLimS,5,7,30,1137,Buyer,98.0,81,Manual,,,
BBLimS,5,7,32,1125,Buyer,128.0,40,Manual,,,
BBLimS,5,7,33,1137,Buyer,98.0,80,Manual,,,
BBLimS,5,7,35,1139,Buyer,93.0,70,Manual,,,
BBLimS,5,7,35,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,7,35,1138,Seller,,120,Manual,,,
BBLimS,5,7,36,1120,Seller,63.0,90,Manual,90.0,1123.0,43.0
BBLimS,5,7,37,1134,Seller,98.0,150,Manual,,,
BBLimS,5,7,38,1125,Buyer,128.0,60,Manual,,,
BBLimS,5,7,41,1130,Seller,88.0,98,Manual,98.0,1125.0,49.0
BBLimS,5,7,41,1125,Buyer,128.0,70,Manual,,,
BBLimS,5,7,42,1137,Buyer,98.0,78,Manual,,,
BBLimS,5,7,43,1123,Buyer,133.0,95,Manual,,,
BBLimS,5,7,43,1123,Buyer,133.0,90,Auto,90.0,1120.0,43.0
BBLimS,5,7,43,1125,Buyer,128.0,80,Manual,,,
BBLimS,5,7,46,1125,Buyer,128.0,90,Manual,,,
BBLimS,5,7,46,1138,Seller,,110,Manual,,,
BBLimS,5,7,49,1139,Buyer,93.0,80,Manual,,,
BBLimS,5,7,49,1125,Buyer,128.0,100,Manual,,,
BBLimS,5,7,49,1125,Buyer,128.0,98,Auto,98.0,1130.0,49.0
BBLimS,5,7,49,1135,Buyer,103.0,85,Manual,,,
BBLimS,5,7,54,1137,Buyer,98.0,72,Manual,,,
BBLimS,5,7,57,1138,Seller,,100,Manual,,,
BBLimS,5,7,66,1137,Buyer,98.0,65,Manual,,,
BBLimS,5,7,66,1139,Buyer,93.0,85,Manual,,,
BBLimS,5,7,68,1138,Seller,,90,Manual,,,
BBLimS,5,7,72,1135,Buyer,103.0,87,Manual,87.0,1138.0,79.0
BBLimS,5,7,77,1137,Buyer,98.0,60,Manual,,,
BBLimS,5,7,79,1138,Seller,,80,Manual,,,
BBLimS,5,7,79,1138,Seller,,87,Auto,87.0,1135.0,79.0
BBLimS,5,7,81,1139,Buyer,93.0,90,Manual,,,
BBLimS,5,7,85,1137,Buyer,98.0,55,Manual,,,
BBLimS,5,7,86,1134,Seller,98.0,115,Manual,,,
BBLimS,5,7,95,1137,Buyer,98.0,65,Manual,,,
BBLimS,5,7,97,1134,Seller,98.0,99,Manual,,,
BBLimS,5,7,98,1139,Buyer,93.0,91,Manual,,,
BBLimS,5,7,104,1137,Buyer,98.0,72,Manual,,,
BBLimS,5,7,110,1137,Buyer,98.0,85,Manual,,,
BBLimS,5,7,113,1139,Buyer,93.0,92,Manual,,,
BBLimS,5,7,115,1137,Buyer,98.0,70,Manual,,,
BBLimS,5,8,2,1138,Seller,,150,Manual,,,
BBLimS,5,8,4,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,8,5,1130,Seller,88.0,102,Manual,102.0,1127.0,7.0
BBLimS,5,8,6,1137,Buyer,98.0,80,Manual,,,
BBLimS,5,8,6,1124,Seller,73.0,106,Manual,,,
BBLimS,5,8,7,1127,Buyer,123.0,104,Manual,,,
BBLimS,5,8,7,1127,Buyer,123.0,102,Auto,102.0,1130.0,7.0
BBLimS,5,8,7,1135,Buyer,103.0,83,Manual,,,
BBLimS,5,8,7,1136,Seller,,98,Manual,,,
BBLimS,5,8,7,1131,Buyer,113.0,77,Manual,,,
BBLimS,5,8,7,1125,Buyer,128.0,40,Manual,,,
BBLimS,5,8,9,1123,Buyer,133.0,80,Manual,,,
BBLimS,5,8,10,1125,Buyer,128.0,50,Manual,,,
BBLimS,5,8,10,1120,Seller,63.0,100,Manual,,,
BBLimS,5,8,13,1138,Seller,,140,Manual,,,
BBLimS,5,8,15,1134,Seller,98.0,200,Manual,,,
BBLimS,5,8,16,1137,Buyer,98.0,85,Manual,,,
BBLimS,5,8,17,1125,Buyer,128.0,60,Manual,,,
BBLimS,5,8,19,1139,Buyer,93.0,60,Manual,,,
BBLimS,5,8,20,1125,Buyer,128.0,70,Manual,,,
BBLimS,5,8,20,1124,Seller,73.0,103,Manual,,,
BBLimS,5,8,21,1137,Buyer,98.0,90,Manual,90.0,1136.0,22.0
BBLimS,5,8,22,1136,Seller,,77,Manual,,,
BBLimS,5,8,22,1136,Seller,,90,Auto,90.0,1137.0,22.0
BBLimS,5,8,22,1125,Buyer,128.0,80,Manual,,,
BBLimS,5,8,24,1123,Buyer,133.0,90,Manual,,,
BBLimS,5,8,24,1138,Seller,,130,Manual,,,
BBLimS,5,8,26,1135,Buyer,103.0,85,Manual,,,
BBLimS,5,8,30,1120,Seller,63.0,95,Manual,95.0,1125.0,32.0
BBLimS,5,8,30,1125,Buyer,128.0,90,Manual,,,
BBLimS,5,8,32,1125,Buyer,128.0,95,Manual,,,
BBLimS,5,8,32,1125,Buyer,128.0,95,Auto,95.0,1120.0,32.0
BBLimS,5,8,34,1139,Buyer,93.0,70,Manual,,,
BBLimS,5,8,35,1138,Seller,,120,Manual,,,
BBLimS,5,8,35,1124,Seller,73.0,100,Manual,100.0,1123.0,36.0
BBLimS,5,8,36,1123,Buyer,133.0,100,Manual,,,
BBLimS,5,8,36,1123,Buyer,133.0,100,Auto,100.0,1124.0,36.0
BBLimS,5,8,43,1135,Buyer,103.0,87,Manual,,,
BBLimS,5,8,46,1138,Seller,,110,Manual,,,
BBLimS,5,8,49,1139,Buyer,93.0,80,Manual,,,
BBLimS,5,8,57,1138,Seller,,100,Manual,,,
BBLimS,5,8,58,1134,Seller,98.0,150,Manual,,,
BBLimS,5,8,58,1135,Buyer,103.0,87,Manual,,,
BBLimS,5,8,64,1131,Buyer,113.0,45,Manual,,,
BBLimS,5,8,65,1139,Buyer,93.0,85,Manual,,,
BBLimS,5,8,68,1138,Seller,,90,Manual,90.0,1135.0,76.0
BBLimS,5,8,76,1135,Buyer,103.0,90,Manual,,,
BBLimS,5,8,76,1135,Buyer,103.0,90,Auto,90.0,1138.0,76.0
BBLimS,5,8,80,1139,Buyer,93.0,87,Manual,,,
BBLimS,5,8,95,1139,Buyer,93.0,90,Manual,,,
BBLimS,5,8,96,1134,Seller,98.0,103,Manual,,,
BBLimS,5,8,109,1139,Buyer,93.0,91,Manual,,,
BBLimS,5,9,2,1137,Buyer,98.0,80,Manual,,,
BBLimS,5,9,2,1138,Seller,,150,Manual,,,
BBLimS,5,9,4,1139,Buyer,93.0,50,Manual,,,
BBLimS,5,9,4,1134,Seller,98.0,200,Manual,,,
BBLimS,5,9,5,1125,Buyer,128.0,50,Manual,,,
